dispute_id,description,category,description_length,word_count,dispute_number,dispute_bin
D1010,I'm disputing this because the transaction details were altered after I made the payment.,OTHERS,89,14,1010,"(820.6, 1025.5]"
D1011,"The service was not what I requested, but the merchant is claiming it was.",OTHERS,74,14,1011,"(820.6, 1025.5]"
D1012,"This payment was made to a third-party seller on a platform, and the platform is not helping.",OTHERS,93,17,1012,"(820.6, 1025.5]"
D1013,"I've been passed between the merchant and the payment processor, with neither taking responsibility.",OTHERS,100,14,1013,"(820.6, 1025.5]"
D1014,This is for a service I was told was included in another package I had already paid for.,OTHERS,88,18,1014,"(820.6, 1025.5]"
D1015,The merchant did not adhere to the agreed payment schedule.,OTHERS,59,10,1015,"(820.6, 1025.5]"
D1016,I am the victim of a bait-and-switch.,OTHERS,37,7,1016,"(820.6, 1025.5]"
D1017,This charge is part of a complex billing arrangement that has been mismanaged.,OTHERS,78,13,1017,"(820.6, 1025.5]"
D1018,The fine print of the contract was misleading.,OTHERS,46,8,1018,"(820.6, 1025.5]"
D1019,I have a complaint about this transaction that I have already filed with the Better Business Bureau.,OTHERS,100,17,1019,"(820.6, 1025.5]"
D1020,This is a very frustrating situation and I need someone to look into it carefully.,OTHERS,82,15,1020,"(820.6, 1025.5]"
D1049,I never signed up for this subscription service. They took my money without permission.,FRAUD,87,14,1049,"(1025.5, 1230.4]"
D1050,The airline cancelled my flight and I am still waiting for the refund they promised.,REFUND_PENDING,84,15,1050,"(1025.5, 1230.4]"
D1051,"The merchant confirmed my return was delivered back to them, but my account has not been credited.",REFUND_PENDING,98,17,1051,"(1025.5, 1230.4]"
D1052,It has been 3 weeks since I returned the faulty item. Where is my refund?,REFUND_PENDING,73,15,1052,"(1025.5, 1230.4]"
D1053,I cancelled my hotel booking well in advance. Still waiting for the refund.,REFUND_PENDING,75,13,1053,"(1025.5, 1230.4]"
D1054,A refund for a cancelled concert has been pending for over a month now.,REFUND_PENDING,71,14,1054,"(1025.5, 1230.4]"
D1055,"I was charged for a product that was on sale, but the discount was not applied.",OTHERS,79,16,1055,"(1025.5, 1230.4]"
D1056,The ATM did not dispense cash but my account was debited for the full amount.,OTHERS,77,15,1056,"(1025.5, 1230.4]"
D1057,I am disputing the extra 'service charge' that was added to my bill without my knowledge.,OTHERS,89,16,1057,"(1025.5, 1230.4]"
D1058,"The item delivered was a cheap fake, not the genuine article I paid for.",OTHERS,72,14,1058,"(1025.5, 1230.4]"
D1059,The final amount is higher than what was shown on the payment screen.,OTHERS,69,13,1059,"(1025.5, 1230.4]"
D1060,I was double charged for my coffee this morning.,DUPLICATE_CHARGE,48,9,1060,"(1025.5, 1230.4]"
D1061,"The payment was for my monthly insurance, but it was deducted twice.",DUPLICATE_CHARGE,68,12,1061,"(1025.5, 1230.4]"
D1062,My UPI payment was debited twice for a single QR scan.,DUPLICATE_CHARGE,54,11,1062,"(1025.5, 1230.4]"
D1063,I have two identical charges from the same gas station from the same day.,DUPLICATE_CHARGE,73,14,1063,"(1025.5, 1230.4]"
D1064,A single online order has resulted in two charges on my credit card.,DUPLICATE_CHARGE,68,13,1064,"(1025.5, 1230.4]"
D1065,My payment showed 'failed' but the money was taken from my account.,FAILED_TRANSACTION,67,12,1065,"(1025.5, 1230.4]"
D1066,"The transaction did not complete, but the amount has not been reversed yet.",FAILED_TRANSACTION,75,13,1066,"(1025.5, 1230.4]"
D1067,"I got an error message, but the amount was still deducted. The merchant has no record of it.",FAILED_TRANSACTION,92,18,1067,"(1025.5, 1230.4]"
D1068,"My transfer to a friend failed, but the funds have not been returned to my balance.",FAILED_TRANSACTION,83,16,1068,"(1025.5, 1230.4]"
D1069,Debited for an online payment that did not go through.,FAILED_TRANSACTION,54,10,1069,"(1025.5, 1230.4]"
D1070,This transaction was made in a city I have never visited. I believe my card was cloned.,FRAUD,87,17,1070,"(1025.5, 1230.4]"
D1071,"I received a suspicious OTP request, and then this fraudulent transaction occurred.",FRAUD,83,12,1071,"(1025.5, 1230.4]"
D1072,"My wallet was stolen, and these charges appeared on my card soon after.",FRAUD,71,13,1072,"(1025.5, 1230.4]"
D1073,I did not authorize this payment to an overseas gaming company.,FRAUD,63,11,1073,"(1025.5, 1230.4]"
D1074,This is a fraudulent charge from a website I have never heard of.,FRAUD,65,13,1074,"(1025.5, 1230.4]"
D1075,I was promised a refund for an undelivered item. It is still pending.,REFUND_PENDING,69,13,1075,"(1025.5, 1230.4]"
D1076,"The returned goods were received by the seller, but no refund has been initiated.",REFUND_PENDING,81,14,1076,"(1025.5, 1230.4]"
D1077,My security deposit has not been returned after I moved out.,REFUND_PENDING,60,11,1077,"(1025.5, 1230.4]"
D1078,I am waiting for a credit for a service that was cancelled by the provider.,REFUND_PENDING,75,15,1078,"(1025.5, 1230.4]"
D1079,The refund for my returned clothes is taking much longer than their policy states.,REFUND_PENDING,82,14,1079,"(1025.5, 1230.4]"
D1080,"The ATM dispensed only half the amount I requested, but debited the full sum.",OTHERS,77,14,1080,"(1025.5, 1230.4]"
D1081,"I was billed in USD instead of my local currency, resulting in a much higher charge.",OTHERS,84,16,1081,"(1025.5, 1230.4]"
D1082,The service quality was abysmal and not worth the amount I paid.,OTHERS,64,12,1082,"(1025.5, 1230.4]"
D1083,The merchant charged me for an annual plan when I only signed up for a monthly one.,OTHERS,83,17,1083,"(1025.5, 1230.4]"
D1084,The tip amount I entered on the machine is different from what I was charged.,OTHERS,77,15,1084,"(1025.5, 1230.4]"
D1085,I see two charges for the same taxi ride in my app history.,DUPLICATE_CHARGE,59,13,1085,"(1025.5, 1230.4]"
D1086,My EMI was deducted on the 5th and then again on the 7th of the month.,DUPLICATE_CHARGE,70,16,1086,"(1025.5, 1230.4]"
D1087,I think the cashier swiped my card twice by mistake.,DUPLICATE_CHARGE,52,10,1087,"(1025.5, 1230.4]"
D1088,A recurring donation was processed two times in the same month.,DUPLICATE_CHARGE,63,11,1088,"(1025.5, 1230.4]"
D1089,"The website was slow, so I refreshed and it looks like I was billed twice.",DUPLICATE_CHARGE,74,15,1089,"(1025.5, 1230.4]"
D1090,"Payment failed due to a server error, but the amount was debited and not returned.",FAILED_TRANSACTION,82,15,1090,"(1025.5, 1230.4]"
D1091,The money was debited but the beneficiary's account was not credited.,FAILED_TRANSACTION,69,11,1091,"(1025.5, 1230.4]"
D1092,The transaction is stuck in a 'pending' state and the recipient has not been paid.,FAILED_TRANSACTION,82,15,1092,"(1025.5, 1230.4]"
D1093,"My account was charged, but the order was not placed due to a website error.",FAILED_TRANSACTION,76,15,1093,"(1025.5, 1230.4]"
D1094,A failed ATM withdrawal resulted in a debit on my account.,FAILED_TRANSACTION,58,11,1094,"(1025.5, 1230.4]"
D1095,My account was hacked and this unauthorized UPI transfer was made.,FRAUD,66,11,1095,"(1025.5, 1230.4]"
D1096,I clicked on a phishing link and then noticed this strange transaction.,FRAUD,71,12,1096,"(1025.5, 1230.4]"
D1097,I have never purchased anything from this merchant. This is a fraudulent charge.,FRAUD,80,13,1097,"(1025.5, 1230.4]"
D1098,My new credit card was used before I even received it in the mail.,FRAUD,66,14,1098,"(1025.5, 1230.4]"
D1099,Someone has set up a recurring payment on my card without my knowledge.,FRAUD,71,13,1099,"(1025.5, 1230.4]"
D1100,"The order was cancelled due to no stock, still waiting for the money to be returned.",REFUND_PENDING,84,16,1100,"(1025.5, 1230.4]"
D1101,"I returned a defective product and the merchant agreed to a refund, which is still pending.",REFUND_PENDING,91,16,1101,"(1025.5, 1230.4]"
D1102,"I have an email confirmation of my refund, but the money is not in my bank.",REFUND_PENDING,75,16,1102,"(1025.5, 1230.4]"
D1103,"My subscription was cancelled, but the refund for the remaining term is not here.",REFUND_PENDING,81,14,1103,"(1025.5, 1230.4]"
D1104,I am still waiting for the money from a returned online purchase.,REFUND_PENDING,65,12,1104,"(1025.5, 1230.4]"
D1105,I was charged for a large pizza but only received a small one.,OTHERS,62,13,1105,"(1025.5, 1230.4]"
D1106,"The item was supposed to be free shipping, but I was charged a shipping fee.",OTHERS,76,15,1106,"(1025.5, 1230.4]"
D1107,"The product I received is a different, cheaper model than the one I ordered.",OTHERS,76,14,1107,"(1025.5, 1230.4]"
D1108,The repair service I paid for did not fix the problem.,OTHERS,54,11,1108,"(1025.5, 1230.4]"
D1109,The merchant's name on my statement is different from the shop I was in.,OTHERS,72,14,1109,"(1025.5, 1230.4]"
D1110,My wife and I both paid the same bill by mistake. I need one payment reversed.,DUPLICATE_CHARGE,78,16,1110,"(1025.5, 1230.4]"
D1111,A single purchase appears twice in my recent transactions list.,DUPLICATE_CHARGE,63,10,1111,"(1025.5, 1230.4]"
D1112,The app crashed and took the payment for my order twice.,DUPLICATE_CHARGE,56,11,1112,"(1025.5, 1230.4]"
D1113,My monthly membership fee was deducted two times this cycle.,DUPLICATE_CHARGE,60,10,1113,"(1025.5, 1230.4]"
D1114,"I was charged for a parking session, and then charged the exact same amount again a minute later.",DUPLICATE_CHARGE,97,18,1114,"(1025.5, 1230.4]"
D1115,"The payment gateway showed an error, but the debit appears on my card statement.",FAILED_TRANSACTION,80,14,1115,"(1025.5, 1230.4]"
D1116,"Money was deducted, but my mobile recharge was not successful.",FAILED_TRANSACTION,62,10,1116,"(1025.5, 1230.4]"
D1117,My transfer is marked as 'failed' but the amount has not been credited back.,FAILED_TRANSACTION,76,14,1117,"(1025.5, 1230.4]"
D1118,I was charged but the booking was not confirmed due to a system timeout.,FAILED_TRANSACTION,72,14,1118,"(1025.5, 1230.4]"
D1119,"The payment did not go through to the merchant, however, the amount was taken from me.",FAILED_TRANSACTION,86,16,1119,"(1025.5, 1230.4]"
D1120,I don't recognize this charge. I suspect my details were stolen from a recent data breach.,FRAUD,90,16,1120,"(1025.5, 1230.4]"
D1121,This is a fraudulent withdrawal from an ATM in a location I have not been to.,FRAUD,77,16,1121,"(1025.5, 1230.4]"
D1122,"My phone was stolen, and the thief made this UPI payment.",FRAUD,57,11,1122,"(1025.5, 1230.4]"
D1123,I received an alert for this transaction while I was sleeping. It was not me.,FRAUD,77,15,1123,"(1025.5, 1230.4]"
D1124,This charge is for a 'free trial' that I cancelled before the billing date.,FRAUD,75,14,1124,"(1025.5, 1230.4]"
D1125,The merchant cancelled my order. Why has the charge not been refunded yet?,REFUND_PENDING,74,13,1125,"(1025.5, 1230.4]"
D1126,The refund for my returned jacket has been pending for 20 days.,REFUND_PENDING,63,12,1126,"(1025.5, 1230.4]"
D1127,I was overcharged for a taxi ride and the driver promised a refund which has not come.,REFUND_PENDING,86,17,1127,"(1025.5, 1230.4]"
D1128,I am still waiting for the credit for the part of my order that was missing.,REFUND_PENDING,76,16,1128,"(1025.5, 1230.4]"
D1129,My flight was cancelled and I am still chasing the airline for my money.,REFUND_PENDING,72,14,1129,"(1025.5, 1230.4]"
D1130,The hotel has charged me for damages that were already there when I checked in.,OTHERS,79,15,1130,"(1025.5, 1230.4]"
D1131,The item I received is not authentic. I am disputing the charge.,OTHERS,64,12,1131,"(1025.5, 1230.4]"
D1132,I was charged a no-show fee for an appointment that I had cancelled in advance.,OTHERS,79,15,1132,"(1025.5, 1230.4]"
D1133,The price on the shelf was different from the price I was charged at the till.,OTHERS,78,16,1133,"(1025.5, 1230.4]"
D1134,I was billed for an entire year when I wanted to pay monthly.,OTHERS,61,13,1134,"(1025.5, 1230.4]"
D1135,I have two identical debits for my electricity bill this month.,DUPLICATE_CHARGE,63,11,1135,"(1025.5, 1230.4]"
D1136,The exact same amount was charged to my card twice in a row at the cafe.,DUPLICATE_CHARGE,72,16,1136,"(1025.5, 1230.4]"
D1137,My rent payment was processed twice by the payment portal.,DUPLICATE_CHARGE,58,10,1137,"(1025.5, 1230.4]"
D1138,"I tapped my card, it was declined, so I used chip and PIN. Now both are charged.",DUPLICATE_CHARGE,80,17,1138,"(1025.5, 1230.4]"
D1139,A single online purchase resulted in two identical pending transactions.,DUPLICATE_CHARGE,72,10,1139,"(1025.5, 1230.4]"
D1140,"My NEFT transfer failed due to server issues, but the amount is still debited.",FAILED_TRANSACTION,78,14,1140,"(1025.5, 1230.4]"
D1141,"The transaction was unsuccessful, but a hold for the amount was placed on my card.",FAILED_TRANSACTION,82,15,1141,"(1025.5, 1230.4]"
D1142,"The beneficiary bank rejected the payment, but the money is not back in my account.",FAILED_TRANSACTION,83,15,1142,"(1025.5, 1230.4]"
D1143,My account was charged but the merchant's system shows the order as 'cancelled'.,FAILED_TRANSACTION,80,13,1143,"(1025.5, 1230.4]"
D1144,The debit for my failed attempt to pay a bill has not been reversed.,FAILED_TRANSACTION,68,14,1144,"(1025.5, 1230.4]"
D1145,I don't know this company. This transaction is fraudulent. Please block my card.,FRAUD,80,13,1145,"(1025.5, 1230.4]"
D1146,My card details were compromised and used on this foreign website.,FRAUD,66,11,1146,"(1025.5, 1230.4]"
D1147,I did not make this purchase. It happened while my card was safely at home with me.,FRAUD,83,17,1147,"(1025.5, 1230.4]"
D1148,"Someone used my card for a series of small, suspicious online ads.",FRAUD,66,12,1148,"(1025.5, 1230.4]"
D1149,This payment was made after I had already reported my card lost to the bank.,FRAUD,76,15,1149,"(1025.5, 1230.4]"
D1150,"I returned the product via courier, and I have the tracking number. The refund is still pending.",REFUND_PENDING,96,17,1150,"(1025.5, 1230.4]"
D1151,"The merchant has ceased trading, and I am still waiting for a refund for undelivered goods.",REFUND_PENDING,91,16,1151,"(1025.5, 1230.4]"
D1152,I'm waiting for a refund that was promised as a goodwill gesture by the manager.,REFUND_PENDING,80,15,1152,"(1025.5, 1230.4]"
D1153,The event I had tickets for was cancelled. No refund has been issued yet.,REFUND_PENDING,73,14,1153,"(1025.5, 1230.4]"
D1154,I am still awaiting a refund for a duplicate charge from last month's statement.,REFUND_PENDING,80,14,1154,"(1025.5, 1230.4]"
D1155,"I was charged for a service call, even though the technician could not fix the appliance.",OTHERS,89,16,1155,"(1025.5, 1230.4]"
D1156,The product is not fit for purpose and I am disputing the charge.,OTHERS,65,13,1156,"(1025.5, 1230.4]"
D1157,I am being charged a subscription fee for an account I deleted.,OTHERS,63,12,1157,"(1025.5, 1230.4]"
D1158,The rental car company billed me for a scratch that was already documented.,OTHERS,75,13,1158,"(1025.5, 1230.4]"
D1159,"The 'buy one get one free' offer was not applied, and I was charged for both items.",OTHERS,83,17,1159,"(1025.5, 1230.4]"
D1160,The system double-charged my card for an annual software license.,DUPLICATE_CHARGE,65,10,1160,"(1025.5, 1230.4]"
D1161,My credit card was charged twice for the same meal.,DUPLICATE_CHARGE,51,10,1161,"(1025.5, 1230.4]"
D1162,I can see two payments for my one phone bill.,DUPLICATE_CHARGE,45,10,1162,"(1025.5, 1230.4]"
D1163,"The POS machine was rebooted and my card was swiped again, causing a double charge.",DUPLICATE_CHARGE,83,15,1163,"(1025.5, 1230.4]"
D1164,I paid for one item but have been charged for it twice.,DUPLICATE_CHARGE,55,12,1164,"(1025.5, 1230.4]"
D1165,The money was debited but the bill payment status is still 'unpaid'.,FAILED_TRANSACTION,68,12,1165,"(1025.5, 1230.4]"
D1166,I have a debit on my account for a transaction that did not go through successfully.,FAILED_TRANSACTION,84,16,1166,"(1025.5, 1230.4]"
D1167,"The merchant's website crashed, but not before taking my money for a failed order.",FAILED_TRANSACTION,82,14,1167,"(1025.5, 1230.4]"
D1168,The funds were taken but the international transfer did not complete.,FAILED_TRANSACTION,69,11,1168,"(1025.5, 1230.4]"
D1169,"My payment for school fees failed, but the amount was deducted from my savings account.",FAILED_TRANSACTION,87,15,1169,"(1025.5, 1230.4]"
D1170,I would never shop at this website. This charge is a clear case of fraud.,FRAUD,73,15,1170,"(1025.5, 1230.4]"
D1171,"This transaction looks highly suspicious, I did not authorize it.",FRAUD,65,10,1171,"(1025.5, 1230.4]"
D1172,"I've been a victim of a SIM swap, leading to this fraudulent UPI payment.",FRAUD,73,14,1172,"(1025.5, 1230.4]"
D1173,The merchant name is fake and I was scammed into this payment.,FRAUD,62,12,1173,"(1025.5, 1230.4]"
D1174,I am still waiting for my money back from a purchase I returned over a month ago.,REFUND_PENDING,81,17,1174,"(1025.5, 1230.4]"
D1175,The refund for the cancelled order has not been processed by the merchant.,REFUND_PENDING,74,13,1175,"(1025.5, 1230.4]"
D1176,The credit for my returned item is taking an unreasonable amount of time.,REFUND_PENDING,73,13,1176,"(1025.5, 1230.4]"
D1177,"I was told the refund would be instant, but it's been days.",REFUND_PENDING,59,12,1177,"(1025.5, 1230.4]"
D1178,The service I received was incomplete and not what I agreed to.,OTHERS,63,12,1178,"(1025.5, 1230.4]"
D1179,The amount charged is different from the amount on the invoice.,OTHERS,63,11,1179,"(1025.5, 1230.4]"
D1180,I am disputing this charge as the goods were delivered in a damaged condition.,OTHERS,78,14,1180,"(1025.5, 1230.4]"
D1181,A 'convenience fee' was added to my transaction that I did not agree to.,OTHERS,72,14,1181,"(1025.5, 1230.4]"
D1182,I have two identical charges from my cloud storage provider this month.,DUPLICATE_CHARGE,71,12,1182,"(1025.5, 1230.4]"
D1183,My card was accidentally charged twice for one round of drinks.,DUPLICATE_CHARGE,63,11,1183,"(1025.5, 1230.4]"
D1184,An error in the app caused my payment to be submitted twice.,DUPLICATE_CHARGE,60,12,1184,"(1025.5, 1230.4]"
D1185,My bank statement shows two debits for a single purchase.,DUPLICATE_CHARGE,57,10,1185,"(1025.5, 1230.4]"
D1186,The transaction failed but the amount was blocked from my available credit.,FAILED_TRANSACTION,75,12,1186,"(1025.5, 1230.4]"
D1187,I was debited but the beneficiary did not receive the money due to a technical error.,FAILED_TRANSACTION,85,16,1187,"(1025.5, 1230.4]"
D1188,"The payment was rejected by the merchant's bank, but the funds have not returned.",FAILED_TRANSACTION,81,14,1188,"(1025.5, 1230.4]"
D1189,The payment portal froze and I was charged even though the transaction was not confirmed.,FAILED_TRANSACTION,89,15,1189,"(1025.5, 1230.4]"
D1190,My card was used for an in-app purchase that I never made. It's my child.,FRAUD,73,15,1190,"(1025.5, 1230.4]"
D1191,This is a fraudulent charge. I want to report it and get a new card.,FRAUD,68,15,1191,"(1025.5, 1230.4]"
D1192,The merchant is unknown and the transaction time/location is impossible for me.,FRAUD,79,12,1192,"(1025.5, 1230.4]"
D1193,I'm still waiting on a refund for a concert that was cancelled.,REFUND_PENDING,63,12,1193,"(1025.5, 1230.4]"
D1194,"My return was accepted in-store, but the refund has yet to appear on my statement.",REFUND_PENDING,82,15,1194,"(1025.5, 1230.4]"
D1195,"The seller agreed to credit my account for a partial refund, but hasn't.",REFUND_PENDING,72,13,1195,"(1025.5, 1230.4]"
D1196,"I paid for express delivery, but the item arrived late. The merchant is refusing to refund the shipping fee.",OTHERS,108,19,1196,"(1025.5, 1230.4]"
D1197,The product I received is significantly different from its online description.,OTHERS,78,11,1197,"(1025.5, 1230.4]"
D1198,I am being charged for extra services that I explicitly declined at the hotel.,OTHERS,78,14,1198,"(1025.5, 1230.4]"
D1199,My auto-debit and a manual payment for my loan have both gone through.,DUPLICATE_CHARGE,70,13,1199,"(1025.5, 1230.4]"
D1200,"I have two charges for the same amount, from the same vendor, with timestamps that are one second apart.",DUPLICATE_CHARGE,104,19,1200,"(1025.5, 1230.4]"
D1201,"The booking website charged my card, and the hotel also charged my card for the same stay.",DUPLICATE_CHARGE,90,17,1201,"(1025.5, 1230.4]"
D1202,"My payment failed, but the amount has been deducted. I tried again, and it was deducted again.",DUPLICATE_CHARGE,94,17,1202,"(1025.5, 1230.4]"
D1203,My account was charged but the investment order was not placed.,FAILED_TRANSACTION,63,11,1203,"(1025.5, 1230.4]"
D1204,"The transaction failed due to incorrect beneficiary details, but the money is gone.",FAILED_TRANSACTION,83,13,1204,"(1025.5, 1230.4]"
D1205,I was debited but the service I paid for was not activated due to a system issue.,FAILED_TRANSACTION,81,17,1205,"(1025.5, 1230.4]"
D1206,This charge appeared on my statement from a company I have never dealt with.,FRAUD,76,14,1206,"(1025.5, 1230.4]"
D1207,My card was used to buy something online while I was on a flight with no internet.,FRAUD,82,17,1207,"(1025.5, 1230.4]"
D1208,"The security on my account was breached, leading to this unauthorized payment.",FRAUD,78,12,1208,"(1025.5, 1230.4]"
D1209,I have a credit memo from the merchant but the credit has not reflected on my card.,REFUND_PENDING,83,17,1209,"(1025.5, 1230.4]"
D1210,The refund for the out-of-stock item in my order is still pending.,REFUND_PENDING,66,12,1210,"(1025.5, 1230.4]"
D1211,I'm waiting for a refund for a service that was cancelled by the provider due to unforeseen circumstances.,REFUND_PENDING,106,18,1211,"(1025.5, 1230.4]"
D1212,"I paid my bill, but am still being charged a late payment fee.",OTHERS,62,13,1212,"(1025.5, 1230.4]"
D1213,The warranty for the product I bought is not being honored by the merchant.,OTHERS,75,14,1213,"(1025.5, 1230.4]"
D1214,The subscription was renewed at a higher price without any prior notification.,OTHERS,78,12,1214,"(1025.5, 1230.4]"
D1215,My auto-recharge processed twice on the same day.,DUPLICATE_CHARGE,49,8,1215,"(1025.5, 1230.4]"
D1216,"The website gave a 504 error, so I tried again. Now I have two charges.",DUPLICATE_CHARGE,71,15,1216,"(1025.5, 1230.4]"
D1217,"A payment for my order was taken, and then an identical payment was taken when it shipped.",DUPLICATE_CHARGE,90,17,1217,"(1025.5, 1230.4]"
D1218,"The transaction status says 'error', but my account has been debited.",FAILED_TRANSACTION,69,11,1218,"(1025.5, 1230.4]"
D1219,The payment seems to be lost in transit. My account is debited but the merchant was not paid.,FAILED_TRANSACTION,93,18,1219,"(1025.5, 1230.4]"
D1220,"I was debited but the recipient's VPA is invalid, so the payment should have failed and returned.",FAILED_TRANSACTION,97,17,1220,"(1025.5, 1230.4]"
D1221,I received a text message from a scammer and this charge appeared right after.,FRAUD,78,14,1221,"(1025.5, 1230.4]"
D1222,This is a fraudulent renewal of a service I cancelled and disputed last year.,FRAUD,77,14,1222,"(1025.5, 1230.4]"
D1223,I lost my phone and the finder used my stored card details to make this payment.,FRAUD,80,16,1223,"(1025.5, 1230.4]"
D1224,"I returned the rental car, but the security hold has not been released yet.",REFUND_PENDING,75,14,1224,"(1025.5, 1230.4]"
D1225,"The merchant's return policy states a 7-day refund, it's been 15 days.",REFUND_PENDING,70,12,1225,"(1025.5, 1230.4]"
D1226,My deposit for the event venue has not been refunded after the event.,REFUND_PENDING,69,13,1226,"(1025.5, 1230.4]"
D1227,The quality of the item is so poor that I consider it a scam. I want to dispute the charge.,OTHERS,91,20,1227,"(1025.5, 1230.4]"
D1228,I am being billed for a service even after my contract was officially terminated.,OTHERS,81,14,1228,"(1025.5, 1230.4]"
D1229,The exchange rate applied to my transaction is far from the market rate.,OTHERS,72,13,1229,"(1025.5, 1230.4]"
D1230,"I paid once with my card, and once with the app. Both were charged.",DUPLICATE_CHARGE,67,14,1230,"(1025.5, 1230.4]"
D1231,The cashier was distracted and charged my card two times for the same items.,DUPLICATE_CHARGE,76,14,1231,"(1230.4, 1435.3]"
D1232,I have two identical debits for one order. Please reverse one.,DUPLICATE_CHARGE,62,11,1232,"(1230.4, 1435.3]"
D1233,My card was charged but the merchant's machine ran out of paper and he said it failed.,FAILED_TRANSACTION,86,17,1233,"(1230.4, 1435.3]"
D1234,The money was debited but the application submission was unsuccessful.,FAILED_TRANSACTION,70,10,1234,"(1230.4, 1435.3]"
D1235,My account has been charged but my order history on the website is empty.,FAILED_TRANSACTION,73,14,1235,"(1230.4, 1435.3]"
D1236,I have been a victim of identity theft. This transaction is not mine.,FRAUD,69,13,1236,"(1230.4, 1435.3]"
D1237,This charge is from a suspicious link I was sent in an email.,FRAUD,61,13,1237,"(1230.4, 1435.3]"
D1238,An unauthorized charge appeared on my card from a merchant I blocked.,FRAUD,69,12,1238,"(1230.4, 1435.3]"
D1239,My refund for a cancelled flight is stuck in 'processing' for weeks.,REFUND_PENDING,68,12,1239,"(1230.4, 1435.3]"
D1240,I am still waiting for the reimbursement for a returned item.,REFUND_PENDING,61,11,1240,"(1230.4, 1435.3]"
D1241,The seller is not responding to my messages after I returned the product.,REFUND_PENDING,73,13,1241,"(1230.4, 1435.3]"
D1242,"The plumber charged me for a full hour, but was only here for 15 minutes.",OTHERS,73,15,1242,"(1230.4, 1435.3]"
D1243,The price advertised online was different from the in-store price I was charged.,OTHERS,80,13,1243,"(1230.4, 1435.3]"
D1244,This charge includes items that were removed from my order.,OTHERS,59,10,1244,"(1230.4, 1435.3]"
D1245,"I paid my subscription with a gift card, but my credit card was also charged.",DUPLICATE_CHARGE,77,15,1245,"(1230.4, 1435.3]"
D1246,I have two charges from the same company with slightly different names.,DUPLICATE_CHARGE,71,12,1246,"(1230.4, 1435.3]"
D1247,"The transaction did not succeed, but the debit is showing in my activity feed.",FAILED_TRANSACTION,78,14,1247,"(1230.4, 1435.3]"
D1248,"I entered the wrong CVV, the payment failed, but my account was debited.",FAILED_TRANSACTION,72,13,1248,"(1230.4, 1435.3]"
D1249,My card was used to pay for a subscription on someone else's account.,FRAUD,69,13,1249,"(1230.4, 1435.3]"
D1250,This is a fraudulent in-app purchase. I want to contest this charge.,FRAUD,68,12,1250,"(1230.4, 1435.3]"
D1251,"The merchant promised a credit to my account for a service issue, it's not here yet.",REFUND_PENDING,84,16,1251,"(1230.4, 1435.3]"
D1252,I am still waiting for the balance of my security deposit to be returned.,REFUND_PENDING,73,14,1252,"(1230.4, 1435.3]"
D1253,The product delivered is counterfeit. This is not what was advertised.,OTHERS,70,11,1253,"(1230.4, 1435.3]"
D1254,I am disputing this transaction because the service was never rendered.,OTHERS,71,11,1254,"(1230.4, 1435.3]"
D1255,A duplicate charge has appeared on my pending transactions.,DUPLICATE_CHARGE,59,9,1255,"(1230.4, 1435.3]"
D1256,The merchant's payment system has charged me twice for one invoice.,DUPLICATE_CHARGE,67,11,1256,"(1230.4, 1435.3]"
D1257,A technical glitch caused my payment to be taken twice.,DUPLICATE_CHARGE,55,10,1257,"(1230.4, 1435.3]"
D1258,"The money was taken, but the merchant says my payment failed their security check.",FAILED_TRANSACTION,82,14,1258,"(1230.4, 1435.3]"
D1259,I have a debit here but no corresponding order or service.,FAILED_TRANSACTION,58,11,1259,"(1230.4, 1435.3]"
D1260,This unauthorized payment was made from my account while my phone was off.,FRAUD,74,13,1260,"(1230.4, 1435.3]"
D1261,I was scammed by a fake investment website. This is the charge.,FRAUD,63,12,1261,"(1230.4, 1435.3]"
D1262,The refund for my returned book is still not processed.,REFUND_PENDING,55,10,1262,"(1230.4, 1435.3]"
D1263,I am awaiting a refund for the part of my tour that was cancelled.,REFUND_PENDING,66,14,1263,"(1230.4, 1435.3]"
D1264,The hotel charged my card for a room service order I never placed.,OTHERS,66,13,1264,"(1230.4, 1435.3]"
D1265,I'm being billed for a higher data plan than the one I selected.,OTHERS,64,13,1265,"(1230.4, 1435.3]"
D1266,My card was billed twice for a single entry ticket.,DUPLICATE_CHARGE,51,10,1266,"(1230.4, 1435.3]"
D1267,"I was charged once online, and then again when I picked up the item in-store.",DUPLICATE_CHARGE,77,15,1267,"(1230.4, 1435.3]"
D1268,"The payment failed, but the amount has not been released back to my available balance.",FAILED_TRANSACTION,86,15,1268,"(1230.4, 1435.3]"
D1269,My account was charged but the ticket booking was not completed.,FAILED_TRANSACTION,64,11,1269,"(1230.4, 1435.3]"
D1270,This charge is from a suspicious merchant and I fear my card has been compromised.,FRAUD,82,15,1270,"(1230.4, 1435.3]"
D1271,I have never authorized recurring payments to this company.,FRAUD,59,9,1271,"(1230.4, 1435.3]"
D1272,I'm still waiting for a credit from the airline for a flight change fee.,REFUND_PENDING,72,14,1272,"(1230.4, 1435.3]"
D1273,The amount of the refund I received is incorrect; it should be higher.,REFUND_PENDING,70,13,1273,"(1230.4, 1435.3]"
D1274,"This charge contains a sales tax, but my organization is tax-exempt.",OTHERS,68,11,1274,"(1230.4, 1435.3]"
D1275,The final charge from the rental company has unexplained fees.,OTHERS,62,10,1275,"(1230.4, 1435.3]"
